click,blueTopIndex,blueTopName,blueTopPlay,blueJungleIndex,blueJungleName,blueJunglePlay,blueMidIndex,blueMidName,blueMidPlay,blueBotIndex,blueBotName,blueBotPlay,blueSupportIndex,blueSupportName,blueSupportPlay,speaker_early_index,speaker_late_index,ChampFam,TVJearly,TVJlate,blue_excel_early,blue_excel_late,blue_excel_general,speaker_excel_early,speaker_excel_late,RT,language,age,gender,education,Browser,OS,screenH,screenW,year_started,league_level,hours_total,games_weekly,champfam_total,criteria_early,criteria_late,hierarch_early,hierarch_late,time_in_minutes,participant_id
38,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,0,0,5,0,1,0.37,0.67,0.5,0.42,,81.806,English,19,Male,2,Safari,iPhone/iPod,896,414,2019,Gold,"100-1,000",21-40,121-150,0.55,0.54,0.5,0.45,19.99173333,37
39,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,0,0,5,0,1,0.37,0.67,0.5,0.42,0.45,70.496,English,19,Male,2,Safari,iPhone/iPod,896,414,2019,Gold,"100-1,000",21-40,121-150,0.55,0.54,0.5,0.45,19.99173333,37
40,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,0,1,5,,,,,,,,70.496,English,19,Male,2,Safari,iPhone/iPod,896,414,2019,Gold,"100-1,000",21-40,121-150,0.55,0.54,0.5,0.45,19.99173333,37
41,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,0,1,5,1,1,,,,,,70.496,English,19,Male,2,Safari,iPhone/iPod,896,414,2019,Gold,"100-1,000",21-40,121-150,0.55,0.54,0.5,0.45,19.99173333,37
42,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,0,1,5,1,1,0.51,0.61,0.54,,,70.496,English,19,Male,2,Safari,iPhone/iPod,896,414,2019,Gold,"100-1,000",21-40,121-150,0.55,0.54,0.5,0.45,19.99173333,37
43,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,0,1,5,1,1,0.51,0.61,0.54,0.46,,70.496,English,19,Male,2,Safari,iPhone/iPod,896,414,2019,Gold,"100-1,000",21-40,121-150,0.55,0.54,0.5,0.45,19.99173333,37
44,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,0,1,5,1,1,0.51,0.61,0.54,0.46,0.61,44.112,English,19,Male,2,Safari,iPhone/iPod,896,414,2019,Gold,"100-1,000",21-40,121-150,0.55,0.54,0.5,0.45,19.99173333,37
45,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,0,5,,,,,,,,44.112,English,19,Male,2,Safari,iPhone/iPod,896,414,2019,Gold,"100-1,000",21-40,121-150,0.55,0.54,0.5,0.45,19.99173333,37
46,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,0,5,1,1,,,,,,44.112,English,19,Male,2,Safari,iPhone/iPod,896,414,2019,Gold,"100-1,000",21-40,121-150,0.55,0.54,0.5,0.45,19.99173333,37
47,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,0,5,1,1,0.53,0.54,0.49,,,44.112,English,19,Male,2,Safari,iPhone/iPod,896,414,2019,Gold,"100-1,000",21-40,121-150,0.55,0.54,0.5,0.45,19.99173333,37
48,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,0,5,1,1,0.53,0.54,0.49,0.54,,44.112,English,19,Male,2,Safari,iPhone/iPod,896,414,2019,Gold,"100-1,000",21-40,121-150,0.55,0.54,0.5,0.45,19.99173333,37
49,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,0,5,1,1,0.53,0.54,0.49,0.54,0.45,103.211,English,19,Male,2,Safari,iPhone/iPod,896,414,2019,Gold,"100-1,000",21-40,121-150,0.55,0.54,0.5,0.45,19.99173333,37
50,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,1,0,5,,,,,,,,103.211,English,19,Male,2,Safari,iPhone/iPod,896,414,2019,Gold,"100-1,000",21-40,121-150,0.55,0.54,0.5,0.45,19.99173333,37
51,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,1,0,5,1,0,,,,,,103.211,English,19,Male,2,Safari,iPhone/iPod,896,414,2019,Gold,"100-1,000",21-40,121-150,0.55,0.54,0.5,0.45,19.99173333,37
52,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,1,0,5,1,0,0.62,0.31,0.4,,,103.211,English,19,Male,2,Safari,iPhone/iPod,896,414,2019,Gold,"100-1,000",21-40,121-150,0.55,0.54,0.5,0.45,19.99173333,37
53,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,1,0,5,1,0,0.62,0.31,0.4,0.59,,103.211,English,19,Male,2,Safari,iPhone/iPod,896,414,2019,Gold,"100-1,000",21-40,121-150,0.55,0.54,0.5,0.45,19.99173333,37
54,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,1,0,5,1,0,0.62,0.31,0.4,0.59,0.35,35.098,English,19,Male,2,Safari,iPhone/iPod,896,414,2019,Gold,"100-1,000",21-40,121-150,0.55,0.54,0.5,0.45,19.99173333,37
55,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,1,1,5,,,,,,,,35.098,English,19,Male,2,Safari,iPhone/iPod,896,414,2019,Gold,"100-1,000",21-40,121-150,0.55,0.54,0.5,0.45,19.99173333,37
56,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,1,1,5,1,1,,,,,,35.098,English,19,Male,2,Safari,iPhone/iPod,896,414,2019,Gold,"100-1,000",21-40,121-150,0.55,0.54,0.5,0.45,19.99173333,37
57,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,1,1,5,1,1,0.52,0.66,0.55,,,35.098,English,19,Male,2,Safari,iPhone/iPod,896,414,2019,Gold,"100-1,000",21-40,121-150,0.55,0.54,0.5,0.45,19.99173333,37
58,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,1,1,5,1,1,0.52,0.66,0.55,0.56,,35.098,English,19,Male,2,Safari,iPhone/iPod,896,414,2019,Gold,"100-1,000",21-40,121-150,0.55,0.54,0.5,0.45,19.99173333,37
59,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,1,1,5,1,1,0.52,0.66,0.55,0.56,0.58,63.578,English,19,Male,2,Safari,iPhone/iPod,896,414,2019,Gold,"100-1,000",21-40,121-150,0.55,0.54,0.5,0.45,19.99173333,37
0,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,1,0,5,,,,,,,,,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
1,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,1,0,5,0,1,,,,,,,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
2,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,1,0,5,0,1,0.42,0.74,0.53,,,,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
3,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,1,0,5,0,1,0.42,0.74,0.53,0.55,,,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
4,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,1,0,5,0,1,0.42,0.74,0.53,0.55,0.55,205.004,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
5,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,0,0,5,,,,,,,,205.004,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
6,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,0,0,5,1,1,,,,,,205.004,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
7,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,0,0,5,1,1,0.62,0.56,0.6,,,205.004,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
8,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,0,0,5,1,1,0.62,0.56,0.6,0.5,,205.004,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
9,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,0,0,5,1,1,0.62,0.56,0.6,0.5,0.45,46.439,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
10,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,0,5,,,,,,,,46.439,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
11,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,0,5,1,0,,,,,,46.439,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
12,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,0,5,1,0,0.65,0.4,0.52,,,46.439,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
13,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,0,5,1,0,0.65,0.4,0.52,0.65,,46.439,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
14,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,0,5,1,0,0.65,0.4,0.52,0.65,0.41,57.093,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
15,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,1,5,,,,,,,,57.093,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
16,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,1,5,1,0,,,,,,57.093,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
17,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,1,5,1,0,0.55,0.4,0.45,,,57.093,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
18,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,1,5,1,0,0.55,0.4,0.45,0.6,,57.093,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
19,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,1,5,1,0,0.55,0.4,0.45,0.6,0.53,33.82,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
20,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,1,1,5,,,,,,,,33.82,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
21,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,1,1,5,1,0,,,,,,33.82,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
22,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,1,1,5,1,1,0.6,0.55,0.5,,,33.82,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
23,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,1,1,5,1,1,0.6,0.55,0.5,0.65,,33.82,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
24,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,1,1,5,1,1,0.6,0.55,0.5,0.65,0.53,129.064,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
25,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,0,1,5,,,,,,,,129.064,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
26,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,0,1,5,0,0,,,,,,129.064,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
27,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,0,1,5,0,0,0.45,0.52,0.46,,,129.064,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
28,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,0,1,5,0,0,0.45,0.52,0.46,0.4,,129.064,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
29,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,0,1,5,0,0,0.45,0.52,0.46,0.4,0.56,58.157,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
30,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,0,0,5,,,,,,,,58.157,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
31,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,0,0,5,0,0,,,,,,58.157,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
32,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,0,0,5,0,0,0.53,0.55,0.54,,,58.157,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
33,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,0,0,5,0,0,0.53,0.55,0.54,0.5,,58.157,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
34,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,0,0,5,0,0,0.53,0.55,0.54,0.5,0.48,46.249,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
35,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,1,5,,,,,,,,46.249,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
36,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,1,5,0,0,,,,,,46.249,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
37,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,1,5,0,0,0.54,0.54,0.52,,,46.249,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
38,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,1,5,0,0,0.54,0.54,0.52,0.5,,46.249,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
39,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,0,1,5,0,0,0.54,0.54,0.52,0.51,0.55,69.509,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
40,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,0,0,5,,,,,,,,69.509,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
41,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,0,0,5,0,1,,,,,,69.509,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
42,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,0,0,5,0,1,0.43,0.66,0.55,,,69.509,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
43,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,0,0,5,0,1,0.43,0.66,0.55,0.43,,69.509,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
44,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,0,0,5,0,1,0.43,0.66,0.55,0.43,0.55,40.215,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
45,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,1,0,5,,,,,,,,40.215,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
46,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,1,0,5,1,0,,,,,,40.215,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
47,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,1,0,5,1,0,0.55,0.47,0.51,,,40.215,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
48,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,1,0,5,1,0,0.55,0.47,0.51,0.58,,40.215,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
49,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,1,0,5,1,0,0.55,0.47,0.51,0.58,0.45,40.143,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
50,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,1,1,5,,,,,,,,40.143,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
51,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,1,1,5,0,1,,,,,,40.143,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
52,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,1,1,5,0,1,0.48,0.6,0.53,,,40.143,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
53,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,1,1,5,0,1,0.48,0.6,0.53,0.54,,40.143,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
54,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,1,1,5,0,1,0.48,0.6,0.53,0.54,0.61,32.323,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
55,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,0,1,5,,,,,,,,32.323,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
56,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,0,1,5,0,1,,,,,,32.323,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
57,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,0,1,5,0,1,0.46,0.56,0.48,,,32.323,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
58,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,0,1,5,0,1,0.46,0.56,0.48,0.47,,32.323,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
59,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,0,1,5,0,1,0.46,0.56,0.48,0.47,0.59,31.188,German,22,Male,3,Chrome,Windows,1080,1920,2013,Diamond,"1,000-10,000",10-Jun,121-150,0.55,0.6,0.48,0.55,15.12825,38
0,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,0,1,5,,,,,,,,,English,18,Male,2,Safari,Mac,1120,1792,2018,Gold,"100-1,000",5-Mar,91-120,0.65,0.9,0.5,0.5,1556.793267,39
1,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,0,1,5,0,1,,,,,,,English,18,Male,2,Safari,Mac,1120,1792,2018,Gold,"100-1,000",5-Mar,91-120,0.65,0.9,0.5,0.5,1556.793267,39
