click,blueTopIndex,blueTopName,blueTopPlay,blueJungleIndex,blueJungleName,blueJunglePlay,blueMidIndex,blueMidName,blueMidPlay,blueBotIndex,blueBotName,blueBotPlay,blueSupportIndex,blueSupportName,blueSupportPlay,speaker_early_index,speaker_late_index,ChampFam,TVJearly,TVJlate,blue_excel_early,blue_excel_late,blue_excel_general,speaker_excel_early,speaker_excel_late,RT,language,age,gender,education,Browser,OS,screenH,screenW,year_started,league_level,hours_total,games_weekly,champfam_total,criteria_early,criteria_late,hierarch_early,hierarch_late,time_in_minutes,participant_id
13,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,0,1,3,0,0,0.4,0.28,0.3,0.16,,104.458,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
14,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,0,1,3,0,0,0.4,0.28,0.3,0.2,0.25,83.72,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
15,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,0,4,,,,,,,,83.72,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
16,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,0,4,1,1,,,,,,83.72,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
17,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,0,4,1,1,0.55,0.66,0.55,,,83.72,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
18,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,0,4,1,1,0.55,0.66,0.55,0.3,,83.72,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
19,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,0,4,1,1,0.55,0.66,0.55,0.3,0.35,292.124,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
20,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,0,1,4,,,,,,,,292.124,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
21,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,0,1,4,0,1,,,,,,292.124,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
22,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,0,1,4,0,1,0.41,0.65,0.5,,,292.124,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
23,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,0,1,4,0,1,0.41,0.65,0.5,0.3,,292.124,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
24,85,Ornn,0.0374,143,Zac,0.0667,61,LeBlanc,0.0332,7,Aphelios,0.0536,66,Lulu,0.0534,0,1,4,0,1,0.41,0.65,0.5,0.3,0.63,66.385,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
25,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,1,1,4,,,,,,,,66.385,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
26,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,1,1,4,1,0,,,,,,66.385,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
27,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,1,1,4,1,0,0.59,0.53,0.56,,,66.385,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
28,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,1,1,4,1,0,0.59,0.53,0.56,0.59,,66.385,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
29,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,1,1,4,1,0,0.59,0.53,0.56,0.59,0.59,52.617,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
30,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,0,4,,,,,,,,52.617,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
31,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,0,4,1,1,,,,,,52.617,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
32,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,0,4,1,1,0.55,0.55,0.5,,,52.617,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
33,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,0,4,1,1,0.55,0.55,0.45,0.58,,52.617,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
34,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,1,0,4,1,1,0.55,0.55,0.45,0.58,0.36,65.322,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
35,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,0,4,,,,,,,,65.322,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
36,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,0,4,0,1,,,,,,65.322,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
37,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,0,4,0,0,0.3,0.26,0.27,,,65.322,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
38,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,0,4,0,0,0.3,0.26,0.27,0.61,,65.322,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
39,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,1,0,4,0,0,0.3,0.26,0.27,0.61,0.36,30.809,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
40,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,1,0,5,,,,,,,,30.809,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
41,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,1,0,5,1,1,,,,,,30.809,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
42,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,1,0,5,1,1,0.67,0.67,0.55,,,30.809,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
43,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,1,0,5,1,1,0.67,0.67,0.67,0.73,,30.809,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
44,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,1,0,5,1,1,0.67,0.67,0.67,0.73,0.38,40.067,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
45,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,0,1,5,,,,,,,,40.067,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
46,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,0,1,5,0,1,,,,,,40.067,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
47,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,0,1,5,0,1,0.38,0.7,0.45,,,40.067,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
48,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,0,1,5,0,1,0.38,0.7,0.45,0.33,,40.067,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
49,133,Vladimir,0.0201,92,Rammus,0.02,140,Yasuo,0.0507,46,Jhin,0.0642,130,Vel'Koz,0.0167,0,1,5,0,1,0.38,0.7,0.45,0.33,0.7,50.027,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
50,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,0,0,5,,,,,,,,50.027,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
51,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,0,0,5,1,1,,,,,,50.027,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
52,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,0,0,5,1,1,0.77,0.6,0.77,,,50.027,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
53,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,0,0,5,1,1,0.77,0.6,0.77,0.41,,50.027,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
54,16,Camille,0.0162,62,Lee Sin,0.1486,86,Pantheon,0.0121,65,Lucian,0.0694,11,Bard,0.0368,0,0,5,1,1,0.77,0.6,0.77,0.41,0.35,41.543,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
55,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,5,,,,,,,,41.543,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
56,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,5,1,1,,,,,,41.543,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
57,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,5,0,1,0.37,0.64,0.45,,,41.543,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
58,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,5,0,1,0.37,0.64,0.45,0.59,,41.543,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
59,29,Fiora,0.0322,22,Dr. Mundo,0.0087,98,Ryze,0.014,47,Jinx,0.0443,78,Nautilus,0.0694,1,1,5,0,1,0.37,0.64,0.45,0.59,0.59,127.029,English,21,Female,2,Chrome,Windows,1080,1920,2016,Platinum,"1,000-10,000",5-Mar,91-120,0.15,0.15,0.55,0.35,21.04953333,6
0,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,1,5,,,,,,,,,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
1,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,1,5,1,1,,,,,,,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
2,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,1,5,1,1,0.24,0.88,0.5,,,,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
3,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,1,5,1,1,0.24,0.88,0.5,0.25,,,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
4,54,Kayle,0.0139,44,Jax,0.0221,21,Diana,0.0412,73,Miss Fortune,0.0964,66,Lulu,0.0534,0,1,5,1,1,0.24,0.88,0.5,0.25,0.78,137.954,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
5,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,0,0,5,,,,,,,,137.954,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
6,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,0,0,5,1,0,,,,,,137.954,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
7,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,0,0,5,1,0,1,0.08,0.63,,,137.954,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
8,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,0,0,5,1,0,1,0.08,0.63,0.92,,137.954,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
9,85,Ornn,0.0374,25,Elise,0.06,81,Nocturne,0.0055,65,Lucian,0.0694,11,Bard,0.0368,0,0,5,1,0,1,0.08,0.63,0.92,0.44,72.447,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
10,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,1,0,5,,,,,,,,72.447,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
11,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,1,0,5,0,1,,,,,,72.447,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
12,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,1,0,5,0,1,0.28,0.76,0.55,,,72.447,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
13,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,1,0,5,0,1,0.28,0.76,0.55,0.23,,72.447,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
14,33,Garen,0.0603,71,Master Yi,0.0537,130,Vel'Koz,0.0133,46,Jhin,0.0642,76,Nami,0.0652,1,0,5,0,1,0.28,0.76,0.55,0.23,0.72,180.034,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
15,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,0,1,5,,,,,,,,180.034,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
16,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,0,1,5,1,0,,,,,,180.034,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
17,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,0,1,5,1,0,0.72,0.34,0.51,,,180.034,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
18,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,0,1,5,1,0,0.72,0.34,0.51,0.66,,180.034,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
19,87,Poppy,0.0107,62,Lee Sin,0.1486,112,Sylas,0.0361,49,Kalista,0.0204,76,Nami,0.0652,0,1,5,1,0,0.72,0.34,0.51,0.66,0.51,1872.926,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
20,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,0,1,5,,,,,,,,1872.926,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
21,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,0,1,5,1,1,,,,,,1872.926,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
22,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,0,1,5,1,1,0.68,0.62,0.64,,,1872.926,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
23,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,0,1,5,1,1,0.68,0.62,0.64,0.65,,1872.926,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
24,40,Irelia,0.0226,62,Lee Sin,0.1486,24,Ekko,0.0238,15,Caitlyn,0.0932,12,Blitzcrank,0.0593,0,1,5,1,1,0.68,0.62,0.64,0.65,0.56,33.03,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
25,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,0,0,5,,,,,,,,33.03,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
26,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,0,0,5,1,0,,,,,,33.03,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
27,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,0,0,5,1,0,0.69,0.43,0.51,,,33.03,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
28,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,0,0,5,1,0,0.69,0.43,0.51,0.62,,33.03,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
29,118,Teemo,0.0168,36,Graves,0.0375,61,LeBlanc,0.0332,73,Miss Fortune,0.0964,100,Senna,0.1068,0,0,5,1,0,0.69,0.43,0.51,0.62,0.39,18.735,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
30,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,1,0,5,,,,,,,,18.735,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
31,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,1,0,5,0,1,,,,,,18.735,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
32,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,1,0,5,0,1,0.4,0.64,0.58,,,18.735,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
33,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,1,0,5,0,1,0.4,0.64,0.58,0.41,,18.735,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
34,59,Kled,0.0147,83,Olaf,0.0411,89,Qiyana,0.0188,46,Jhin,0.0642,142,Yuumi,0.0784,1,0,5,0,1,0.4,0.64,0.58,0.41,0.59,23.153,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
35,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,1,1,5,,,,,,,,23.153,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
36,68,Malphite,0.0223,36,Graves,0.0375,84,Orianna,0.0217,124,Twitch,0.012,11,Bard,0.0368,1,1,5,1,1,,,,,,23.153,english,19,Male,2,Chrome,Windows,768,1360,2013,Platinum,"100-1,000",10-Jun,91-120,0.77,0.78,0.51,0.5,47.69723333,7
